target,text
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,Que pases un buen tiempo or something like that
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,Oh yah... We never cancel leh... Haha 
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,Shall i send that exe to your mail id.
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,And pls pls drink plenty plenty water
ham,Beerage?
ham,If you r @ home then come down within 5 min
ham,If u dun drive then how i go 2 sch.
ham,Hows the pain dear?y r u smiling?
ham,Thanx a lot...
ham,Dont you have message offer
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,Probably a couple hours tops
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,Umma my life and vava umma love you lot dear
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Idea will soon get converted to live:)
ham,Also maaaan are you missing out
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,Oooh I got plenty of those!
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,My phone
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
ham,Now press conference da:)
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
ham,Kent vale lor... ÌÏ wait 4 me there ar?
ham,I.ll get there tomorrow and send it to you
ham,Can Ì_ send me a copy of da report?
ham,Sounds great! Are you home now?
ham,Ok lor... Or u wan me go look 4 u?
ham,I'm in office now . I will call you  &lt;#&gt;  min:)
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Er mw im filled tuth is aight
ham,"It's wylie, you in tampa or sarasota?"
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,What year. And how many miles.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Nope i waiting in sch 4 daddy... 
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James."
ham,But we havent got da topic yet rite?
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,That's cause your old. I live to be high.
ham,Orh i tot u say she now still dun believe.
ham,That was random saw my old roomate on campus. He graduated
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,Where are you call me.
ham,Then i buy.
ham,U GOIN OUT 2NITE?
ham,Okay... I booked all already... Including the one at bugis.
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,These won't do. Have to move on to morphine
ham,Shall i get my pouch?
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
ham,Ok... Sweet dreams...
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Just sleeping..and surfing
ham,Wait  &lt;#&gt;  min..
ham,Hi where you. You in home or calicut?
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,You are a very very very very bad girl. Or lady.
ham,May b approve panalam...but it should have more posts..
ham,Total video converter free download type this in google search:)
ham,"Yeah, probably here for a while"
ham,If you're thinking of lifting me one then no.
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,"Hmph. Go head, big baller."
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,You bad girl. I can still remember them
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Easy ah?sen got selected means its good..
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,Hi happy birthday. Hi hi hi hi hi hi hi
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Wat r u doing?
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,Wait 2 min..stand at bus stop
ham,Hi my email address has changed now it is 
ham,So how many days since then?
ham,What time should I tell my friend to be around?
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,Ok enjoy . R u there in home.
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,No da. I am happy that we sit together na
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Erm. I thought the contract ran out the4th of october.
ham,"Mah b, I'll pick it up tomorrow"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Well I'm going to be an aunty!
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,Huh but i cant go 2 ur house empty handed right?
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
ham,Oh ok no prob..
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
ham,Your brother is a genius
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,"Ok, be careful ! Don't text and drive !"
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,I dont. Can you send it to me. Plus how's mode.
ham,Are you angry with me. What happen dear
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,Do you like shaking your booty on the dance floor?
ham,Pls she needs to dat slowly or she will vomit more.
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,"Nah, I'm a perpetual DD"
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,"sorry brah, just finished the last of my exams, what up"
ham,\alright babe
ham,Congrats kano..whr s the treat maga?
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Same. Wana plan a trip sometme then
ham,Or Ì_ go buy wif him then i meet Ì_ later can?
ham,\Hey sorry I didntgive ya a a bellearlier hunny
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,Ya even those cookies have jelly on them
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,it's really getting me down just hanging around.
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,Yar else i'll thk of all sorts of funny things.
ham,If you r @ home then come down within 5 min
ham,How's ur paper?
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,U coming 2 pick me?
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,My sister got placed in birla soft da:-)
ham,What type of stuff do you sing?
ham,Ok
ham,"\Thinking of u ;) x\"""""
ham,It shall be fine. I have avalarr now. Will hollalater
ham,WOT U WANNA DO THEN MISSY?
ham,What your plan for pongal?
ham,So i asked how's anthony. Dad. And your bf
ham,Waiting for your call.
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,have * good weekend.
ham,Will you be here for food
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
ham,How much r Ì_ willing to pay?
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,Yo theres no class tmrw right?
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,Oh k.i think most of wi and nz players unsold.
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,O was not into fps then.
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,"Haha get used to driving to usf man, I know a lot of stoners"
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,How dare you change my ring
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,What happened in interview?
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Did u got that persons story
ham,When/where do I pick you up
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Okay same with me. Well thanks for the clarification
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,ÌÏ ready then call me...
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,You always make things bigger than they are
ham,"Just looked it up and addie goes back Monday, sucks to be her"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,Eh u send wrongly lar...
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,My sister going to earn more than me da.
ham,"Me not waking up until 4 in the afternoon, sup"
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,"Sorry, I can't help you on this."
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,Please tell me not all of my car keys are in your purse
ham,Geeeee ... I love you so much I can barely stand it
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,"Sorry, I'll call later"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,No message..no responce..what happend?
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,S da..al r above  &lt;#&gt;
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,"Ok da, i already planned. I wil pick you."
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,How will I creep on you now? ;_;
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,I have no idea where you are
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,"Just wondering, the others just took off"
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Lara said she can loan me  &lt;#&gt; .
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!"
ham,K. I will sent it again
ham,Every day i use to sleep after  &lt;#&gt;  so only.
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,Yup...
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,Shhhhh nobody is supposed to know!
ham,Mm i am on the way to railway
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
ham,That's the way you should stay oh.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,Please tell me you have some of that special stock you were talking about
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Good Morning plz call me sir
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,Yes just finished watching days of our lives. I love it.
ham,Just finished. Missing you plenty
ham,Thts wat Wright Brother did to fly..
ham,U 2.
ham,"Sorry, I'll call later"
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,Are you this much buzy
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,Another month. I need chocolate weed and alcohol.
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,I have lost 10 kilos as of today!
ham,Convey my regards to him
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,Sounds like something that someone testing me would sayy
ham,Do you know when the result.
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,Oh is it? Send me the address
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,I dun believe u. I thk u told him.
ham,But i'm surprised she still can guess right lor...
ham,Customer place i will call you.
ham,"Sir, i am waiting for your call, once free please call me."
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
ham,I want to be there so i can kiss you and feel you next to me
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Can... I'm free...
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Don know..he is watching film in computer..
ham,I need... Coz i never go before 
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,But i haf enuff space got like 4 mb...
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,So u wan 2 come for our dinner tonight a not?
ham,Great. So should i send you my account number.
ham,S but mostly not like that.
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,That's my honeymoon outfit. :)
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,K.k:)apo k.good movie.
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,LOL that would be awesome payback.
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,No need for the drug anymore.
ham,"Babe, I need your advice"
ham,Ok..
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,"Come to me right now, Ahmad"
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,My battery is low babe
ham,What not under standing.
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,Whatsup there. Dont u want to sleep
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Lil fever:) now fine:)
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,Honey boo I'm missing u.
ham,Who's there say hi to our drugdealer
ham,Am okay. Will soon be over. All the best
ham,K da:)how many page you want?
ham,I'm aight. Wat's happening on your side.
ham,Stupid auto correct on my phone
ham,I'm vivek:)i got call from your number.
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,We're on the opposite side from where we dropped you off
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,"Call me, i am senthil from hsbc."
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
